index	status	map_line
1086	SKIPPED	0002:00583e30 ??Econst_iterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAEAAV012@XZ 00D73330 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1087	SKIPPED	0002:00583e70 ??Fconst_iterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAEAAV012@XZ 00D73370 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1088	SKIPPED	0002:00583eb0 ?_Mynode@const_iterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QBEPAU_Node@?$_List_nod@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@3@XZ 00D733B0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1089	SKIPPED	0002:00583ed0 ??Diterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QBEAAV0?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@XZ 00D733D0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1090	SKIPPED	0002:00583f00 ??Hiterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QBE?AV012@H@Z 00D73400 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1091	SKIPPED	0002:00583f40 ??Diterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QBEAAV0?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@2@XZ 00D73440 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1092	SKIPPED	0002:00583f70 ??Hiterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QBE?AV012@H@Z 00D73470 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1093	SKIPPED	0002:00583fb0 ?max_size@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@QBEIXZ 00D734B0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1094	SKIPPED	0002:00583fe0 ?_Buynode@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@IAEPAU_Node@?$_List_nod@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@PAU342@0ABU?$pair@$$CBUHashStr@@Ventity@Broc@@@2@@Z 00D734E0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1095	SKIPPED	0002:005840d0 ?capacity@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QBEIXZ 00D735D0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1096	SKIPPED	0002:00584120 ?_Assign_n@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@IAEXIABViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@@Z 00D73620 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1097	SKIPPED	0002:005841a0 ?begin@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAE?AViterator@12@XZ 00D736A0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1098	SKIPPED	0002:005841e0 ?max_size@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QBEIXZ 00D736E0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1099	SKIPPED	0002:00584210 ?erase@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAE?AViterator@12@V312@@Z 00D73710 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1100	SKIPPED	0002:00584300 ?_Buynode@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@IAEPAU_Node@?$_List_nod@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@2@PAU342@0ABU?$pair@$$CBUHashStr@@Vstring@Broc@@@2@@Z 00D73800 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1101	SKIPPED	0002:005843f0 ?capacity@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QBEIXZ 00D738F0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1102	SKIPPED	0002:00584440 ??0iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@@Z 00D73940 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1103	SKIPPED	0002:00584470 ??Yiterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QAEAAV012@H@Z 00D73970 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1104	SKIPPED	0002:005844b0 ??Dconst_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QBEABViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@XZ 00D739B0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1105	SKIPPED	0002:005844d0 ??9const_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QBE_NABV012@@Z 00D739D0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1106	SKIPPED	0002:00584510 ??0iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@2@@Z 00D73A10 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1107	SKIPPED	0002:00584540 ??Yiterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QAEAAV012@H@Z 00D73A40 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1108	SKIPPED	0002:00584580 ??Dconst_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QBEABViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@2@XZ 00D73A80 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1109	SKIPPED	0002:005845a0 ??9const_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QBE_NABV012@@Z 00D73AA0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1110	SKIPPED	0002:005845e0 ?max_size@?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@std@@QBEIXZ 00D73AE0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1111	SKIPPED	0002:00584620 ?insert@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QAEXViterator@12@IABV3?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@@Z 00D73B20 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1112	SKIPPED	0002:00584660 ?max_size@?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@std@@QBEIXZ 00D73B60 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1113	SKIPPED	0002:005846a0 ??Eiterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAE?AV012@H@Z 00D73BA0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1114	SKIPPED	0002:005846e0 ??0_Node@?$_List_nod@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@QAE@PAU012@0ABU?$pair@$$CBUHashStr@@Ventity@Broc@@@2@@Z 00D73BE0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1115	SKIPPED	0002:00584730 ??0const_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAViterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@@Z 00D73C30 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1116	SKIPPED	0002:00584760 ??8const_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QBE_NABV012@@Z 00D73C60 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1117	SKIPPED	0002:00584790 ??0const_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAViterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@2@@Z 00D73C90 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1118	SKIPPED	0002:005847c0 ??8const_iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QBE_NABV012@@Z 00D73CC0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1119	SKIPPED	0002:005847f0 ??0_Node@?$_List_nod@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@QAE@PAU012@0ABU?$pair@$$CBUHashStr@@Vstring@Broc@@@2@@Z 00D73CF0 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1120	SKIPPED	0002:00584840 ??0?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@QAE@ABU01@@Z 00D73D40 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1121	SKIPPED	0002:00584890 ??0?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@QAE@ABU01@@Z 00D73D90 f i mp_util_wad.o  SKIPPED: STL/compiler helper; supplied by the toolchain/library
1122	VERIFIED	0002:005848e0 ??$ConcatText@Vstring@Broc@@Uvector@2@@Broc@@YAXAAVstring@0@ABV10@ABUvector@0@@Z 00D73DE0 f i mp_util_wad.o	VERIFIED: IDA 0x009848E0 uses a 256-byte scratch buffer, localized string assignment, vector formatting, and append
1123	VERIFIED	0002:00584940 ?GetText@Broc@@YAPBDABVstring@1@PAD@Z 00D73E40 f i mp_util_wad.o	VERIFIED: IDA 0x00984940 forwards c_str() to mLocalize and ignores the buffer parameter
1124	VERIFIED	0002:00584970 ?GetText@Broc@@YAPBDABUvector@1@PAD@Z 00D73E70 f i mp_util_wad.o	VERIFIED: IDA 0x00984970 formats "%f,%f,%f" into the supplied buffer
1125	FIXED	0002:005849d0 ??$SetVal@Ubfloat@@@ExtendedEntity@Broc@@QAEPAIIABUbfloat@@@Z 00D73ED0 f i mp_util_wad.o	FIXED: shared typed SetVal now preserves the IDA raw-slot copy semantics
1126	FIXED	0002:00584aa0 ??$GetVal@Ubfloat@@@ExtendedEntity@Broc@@QBE?AUbfloat@@I@Z 00D73FA0 f i mp_util_wad.o	FIXED: missing keys now construct the IDA undefined bfloat result
1127	FIXED	0002:00584b30 ??$GetRef@Ubfloat@@@ExtendedEntity@Broc@@QAEAAUbfloat@@I@Z 00D74030 f i mp_util_wad.o	FIXED: missing keys now materialize the IDA undefined bfloat before returning the reference
1128	FIXED	0002:00584bb0 ??$SetVal@Ubint@@@ExtendedEntity@Broc@@QAEPAIIABUbint@@@Z 00D740B0 f i mp_util_wad.o	FIXED: shared typed SetVal now preserves the IDA raw-slot copy semantics
1129	FIXED	0002:00584c80 ??$GetVal@Ubint@@@ExtendedEntity@Broc@@QBE?AUbint@@I@Z 00D74180 f i mp_util_wad.o	FIXED: missing keys now construct the IDA undefined bint result
1130	FIXED	0002:00584d10 ??$GetRef@Ubint@@@ExtendedEntity@Broc@@QAEAAUbint@@I@Z 00D74210 f i mp_util_wad.o	FIXED: missing keys now materialize the IDA undefined bint before returning the reference
1131	FIXED	0002:00584d90 ??$GetVal@Vstring@Broc@@@ExtendedEntity@Broc@@QBE?AVstring@1@I@Z 00D74290 f i mp_util_wad.o	FIXED: missing keys now construct the IDA null string result
1132	FIXED	0002:00584e50 ??$GetRef@Vstring@Broc@@@ExtendedEntity@Broc@@QAEAAVstring@1@I@Z 00D74350 f i mp_util_wad.o	FIXED: shared GetRef now materializes the IDA null string when absent
1133	FIXED	0002:00584f20 ??0?$dyn_array@Uvector@Broc@@@Broc@@QAE@ABV01@@Z 00D74420 f i mp_util_wad.o	FIXED: copy construction now initializes empty storage and performs the IDA deep copy
1134	VERIFIED	0002:005850b0 ??0?$dyn_array@Uvector@Broc@@@Broc@@QAE@XZ 00D745B0 f i mp_util_wad.o
1135	VERIFIED	0002:00585120 ??1?$dyn_array@Uvector@Broc@@@Broc@@QAE@XZ 00D74620 f i mp_util_wad.o
1136	VERIFIED	0002:00585160 ??A?$dyn_array@Uvector@Broc@@@Broc@@QAEAAUvector@1@I@Z 00D74660 f i mp_util_wad.o
1137	FIXED	0002:00585380 ?push_back@?$dyn_array@Uvector@Broc@@@Broc@@QAEXABUvector@2@@Z 00D74880 f i mp_util_wad.o	FIXED: matched IDA push_back growth capacity of mSize + 4 in the shared dyn_array helper
1138	FIXED	0002:005855b0 ??0?$dyn_array@M@Broc@@QAE@ABV01@@Z 00D74AB0 f i mp_util_wad.o	FIXED: float dyn_array copy construction now preserves source capacity and copies initialized elements
1139	VERIFIED	0002:00585740 ??0?$dyn_array@M@Broc@@QAE@XZ 00D74C40 f i mp_util_wad.o	VERIFIED: IDA 0x00985740 zero-initializes mElements, mCapacity, and mSize and conditionally invokes BrocObjCtor
1140	VERIFIED	0002:005857b0 ??1?$dyn_array@M@Broc@@QAE@XZ 00D74CB0 f i mp_util_wad.o
1141	VERIFIED	0002:005857f0 ??A?$dyn_array@M@Broc@@QAEAAMI@Z 00D74CF0 f i mp_util_wad.o
1142	FIXED	0002:00585a10 ??$GetVal@Uvector@Broc@@@ExtendedEntity@Broc@@QBE?AUvector@1@I@Z 00D74F10 f i mp_util_wad.o	FIXED: vector GetVal now dereferences the IDA heap-pointer representation and defaults through vector::vector()
1143	FIXED	0002:00585ab0 ??$GetRef@Uvector@Broc@@@ExtendedEntity@Broc@@QAEAAUvector@1@I@Z 00D74FB0 f i mp_util_wad.o	FIXED: vector GetRef now returns the heap object represented by the stored pointer
1144	FIXED	0002:00585b30 ??$SetVal@Uvector@Broc@@@ExtendedEntity@Broc@@QAEPAIIABUvector@1@@Z 00D75030 f i mp_util_wad.o	FIXED: vector SetVal now allocates and stores the IDA heap-copy pointer
1145	FIXED	0002:00585c20 ??$GetVal@Ubbool@@@ExtendedEntity@Broc@@QBE?AUbbool@@I@Z 00D75120 f i mp_util_wad.o	FIXED: missing keys now construct the IDA undefined bbool result
1146	FIXED	0002:00585cb0 ??$GetRef@Ubbool@@@ExtendedEntity@Broc@@QAEAAUbbool@@I@Z 00D751B0 f i mp_util_wad.o	FIXED: missing keys now materialize the IDA undefined bbool before returning the reference
1147	FIXED	0002:00585d30 ??$SetVal@Ubbool@@@ExtendedEntity@Broc@@QAEPAIIABUbbool@@@Z 00D75230 f i mp_util_wad.o	FIXED: typed SetVal now safely copies the IDA one-byte bbool value into the raw slot
1148	FIXED	0002:00585e00 ??$SetVal@Ventity@Broc@@@ExtendedEntity@Broc@@QAEPAIIABVentity@1@@Z 00D75300 f i mp_util_wad.o	FIXED: shared typed SetVal now preserves the IDA entity raw-slot copy semantics
1149	FIXED	0002:00585f20 ??$GetVal@Ventity@Broc@@@ExtendedEntity@Broc@@QBE?AVentity@1@I@Z 00D75420 f i mp_util_wad.o	FIXED: missing keys now construct the IDA undefined entity result
1150	FIXED	0002:00585fb0 ??$GetRef@Ventity@Broc@@@ExtendedEntity@Broc@@QAEAAVentity@1@I@Z 00D754B0 f i mp_util_wad.o	FIXED: missing keys now materialize the IDA undefined entity before returning the reference
1151	FIXED	0002:00586030 ??$GetVal@UHashStr@@@ExtendedEntity@Broc@@QBE?AUHashStr@@I@Z 00D75530 f i mp_util_wad.o	FIXED: missing keys now construct the IDA undefined HashStr result
1152	FIXED	0002:005860c0 ??$GetRef@UHashStr@@@ExtendedEntity@Broc@@QAEAAUHashStr@@I@Z 00D755C0 f i mp_util_wad.o	FIXED: missing keys now materialize the IDA undefined HashStr before returning the reference
1153	FIXED	0002:00586140 ??$SetVal@UHashStr@@@ExtendedEntity@Broc@@QAEPAIIABUHashStr@@@Z 00D75640 f i mp_util_wad.o	FIXED: typed SetVal now preserves the IDA HashStr raw-slot copy semantics
1154	VERIFIED	0002:00586210 ??A?$dyn_array@Ventity@Broc@@@Broc@@QAEAAVentity@1@I@Z 00D75710 f i mp_util_wad.o
1155	VERIFIED	0002:00586430 ??A?$dyn_array@Vstring@Broc@@@Broc@@QAEAAVstring@1@I@Z 00D75930 f i mp_util_wad.o
1156	FIXED	0002:00586650 ??$IsDefined@Ubint@@@@YA_NABUbint@@@Z 00D75B50 f i mp_util_wad.o	FIXED: free IsDefined<bint> now resolves through the IDA sentinel-aware member
1157	VERIFIED	0002:00586670 ?IsDefined@bint@@QBE_NXZ 00D75B70 f i mp_util_wad.o	VERIFIED: IDA 0x00986670 returns mVal != bint::sUndefined; inline implementation matches
1158	FIXED	0002:005866a0 ??$IsDefined@Ubfloat@@@@YA_NABUbfloat@@@Z 00D75BA0 f i mp_util_wad.o	FIXED: free IsDefined<bfloat> now forwards to the IDA NaN-aware member
1159	FIXED	0002:005866c0 ??$IsDefined@Ubbool@@@@YA_NABUbbool@@@Z 00D75BC0 f i mp_util_wad.o	FIXED: free IsDefined<bbool> now resolves through the IDA sentinel-aware member
1160	VERIFIED	0002:005866e0 ?IsDefined@bbool@@QBE_NXZ 00D75BE0 f i mp_util_wad.o	VERIFIED: IDA bbool::IsDefined sentinel comparison matches the port
1161	FIXED	0002:00586710 ??$IsDefined@UHashStr@@@@YA_NABUHashStr@@@Z 00D75C10 f i mp_util_wad.o	FIXED: free IsDefined<HashStr> now resolves through the IDA sentinel-aware member
1162	VERIFIED	0002:00586730 ?IsDefined@HashStr@@QBE_NXZ 00D75C30 f i mp_util_wad.o	VERIFIED: IDA HashStr::IsDefined sentinel comparison matches the port
1163	VERIFIED	0002:00586760 ??$size@Ventity@Broc@@@Broc@@YAHABV?$dyn_array@Ventity@Broc@@@0@@Z 00D75C60 f i mp_util_wad.o
1164	FIXED	0002:00586780 ??$println@$$BY0BD@$$CBDUbint@@@Broc@@YAXAAY0BD@$$CBDABUbint@@@Z 00D75C80 f i mp_util_wad.o	FIXED: routed the IDA println wrapper through mPrintLn instead of the iprintln mIPrintLn path
1165	VERIFIED	0002:00586820 ??$push@Uvector@Broc@@@Broc@@YAXAAV?$dyn_array@Uvector@Broc@@@0@ABUvector@0@@Z 00D75D20 f i mp_util_wad.o	VERIFIED: IDA direct vector push_back wrapper matches the port
1166	VERIFIED	0002:00586850 ??$push@M@Broc@@YAXAAV?$dyn_array@M@0@ABM@Z 00D75D50 f i mp_util_wad.o	VERIFIED: IDA direct float push_back wrapper matches the port
1167	VERIFIED	0002:00586880 ??$size@Uvector@Broc@@@Broc@@YAHABV?$dyn_array@Uvector@Broc@@@0@@Z 00D75D80 f i mp_util_wad.o
1168	VERIFIED	0002:005868a0 ??$iprintlnbold@Vstring@Broc@@@Broc@@YAXABVstring@0@@Z 00D75DA0 f i mp_util_wad.o	VERIFIED: IDA string iprintlnbold wrapper uses mIPrintLnBold as ported
